"NUMBER","FWI","ISI","number_of_fire","Period","IA_Size","BH_Size","Status","Gap_BHIA","Fuel_type","Detection","Response_time","Month","Method","Gap_UCIA","Ex_Size","Gap","Growth","logIA_Size","logResp_time","sqlogIA_Size","sqlogResp_time","sqFWI","sqISI","logNumber_of_fire"
"E04170-1999",13,5,4,"PM",0.1,0.1,1,0.716666666633553,"C1","LKT",5.18333333333333,"8","Air",0.716666666633553,0.1,0,1,-2.25379492882461,1.64641251522546,5.07959158119555,2.71067417029103,169,25,1.38629436111989
"E04171-1999",1,1,3,"AM",0.01,0.01,1,0.383333333333333,"M2","LKT",0.4,"8","Air",0.383333333333333,0.01,0,1,-4.19970507787993,-0.903868211875598,17.6375227411704,0.816977744439191,1,1,1.09861228866811
"E04172-1999",9,2,3,"AM",0.01,0.01,1,2.66666666666667,"C2","LKT",0.133333333333333,"8","Other ground",2.66666666666667,0.01,0,1,-4.19970507787993,-1.97808904741955,17.6375227411704,3.91283627952118,81,4,1.09861228866811
"E04180-1999",0,0,2,"AM",0.01,0.01,1,0,"Other","AIR",5.56666666666667,"8","Air",0.983333333333333,0.01,0,1,-4.19970507787993,1.71769423120395,17.6375227411704,2.95047347191134,0,0,0.693147180559945
"E04183-1999",5,2,13,"PM",1,1,1,1,"M2","LKT",0.0333333333333333,"8","Other ground",1,1,0,1,0.00498754151103897,-3.261435439287,2.48755703243369e-05,10.6369611246372,25,4,2.56494935746154
"E04186-1999",10,4,13,"PM",0.1,0.1,1,1.5,"C2","LKT",2.6,"8","Other ground",1.5,0.1,0,1,-2.25379492882461,0.95743267520533,5.07959158119555,0.916677327550835,100,16,2.56494935746154
"E04187-1999",3,1,13,"PM",0.1,0.1,1,-0.45,"C2","AIR",1.16666666666667,"8","Air",0.333333333333333,0.1,0,1,-2.25379492882461,0.158427236594519,5.07959158119555,0.0250991892949755,9,1,2.56494935746154
"E04188-1999",3,1,13,"PM",0.2,0.2,1,-0.96666666669978,"C2","AIR",1.33333333333333,"8","Air",0.0833333333333333,0.2,0,1,-1.58474529984373,0.291425058730615,2.51141766537679,0.0849285648561425,9,1,2.56494935746154
"E04189-1999",3,1,13,"PM",0.01,0.1,1,0.233333333366447,"C2","AIR",1.19999999996689,"8","Air",0.233333333366447,0.01,0.09,0,-4.19970507787993,0.186479566915138,17.6375227411704,0.0347746288768574,9,1,2.56494935746154
"E04194-1999",12,5,10,"AM",0.1,0.1,1,3.25,"C2","UNP",13.75,"8","Air",4,0.1,0,1,-2.25379492882461,2.62140239437654,5.07959158119555,6.87175051324305,144,25,2.30258509299405
"E04195-1999",11,5,10,"AM",0.2,0.2,1,5.45,"C2","UNP",0,"8","Air",5.45,0.2,0,1,-1.58474529984373,-5.29831736654804,2.51141766537679,28.0721669166645,121,25,2.30258509299405
"E04196-1999",10,4,10,"AM",0.1,0.1,1,0.25,"M2","UNP",0.05,"8","Air",0.25,0.1,0,1,-2.25379492882461,-2.90042209374967,5.07959158119555,8.4124483219112,100,16,2.30258509299405
"E04198-1999",5,2,10,"AM",0.1,0.1,1,2,"C2","UNP",14.5,"8","Air Tanker",2.5,0.1,0,1,-2.25379492882461,2.67449341757337,5.07959158119555,7.15291504064327,25,4,2.30258509299405
"E04199-1999",5,2,13,"PM",0.1,0.1,1,14.7,"C2","AIR",0.35,"8","Air Tanker",15.2,0.1,0,1,-2.25379492882461,-1.03563748950672,5.07959158119555,1.07254500967178,25,4,2.56494935746154
"E04202-1999",13,7,10,"AM",0.7,0.7,1,7.1,"C2","LKT",0.866666666666667,"8","Air",17.85,0.7,0,1,-0.349557476169868,-0.137348191151223,0.122190429146248,0.018864525612513,169,49,2.30258509299405
"E04206-1999",9,3,10,"PM",1,1,1,16.75,"C2","AIR",0.683333333333333,"8","Other ground",17.75,1,0,1,0.00498754151103897,-0.373482062255114,2.48755703243369e-05,0.139488850826333,81,9,2.30258509299405
"E04207-1999",10,6,10,"PM",0.01,0.01,1,15.8333333333333,"Other","AIR",0.25,"8","Air",21.4166666666667,0.01,0,1,-4.19970507787993,-1.36649173382371,17.6375227411704,1.86729965860853,100,36,2.30258509299405
"E04208-1999",9,5,10,"PM",0.2,0.2,1,15.8333333333333,"Other","AIR",0.25,"8","Air",19.95,0.2,0,1,-1.58474529984373,-1.36649173382371,2.51141766537679,1.86729965860853,81,25,2.30258509299405
"E04209-1999",15,8,2,"AM",1.5,4,1,45,"C2","LKT",0.466666666666667,"8","Air",48.85,4,2.5,0,0.408792898200839,-0.751482757572909,0.167111633619442,0.564726334929383,225,64,0.693147180559945
"E04210-1999",17,8,2,"PM",1,1.5,1,4.63333333333333,"C2","LKT",0.466666666666667,"8","Air",24.15,1.5,0.5,0,0.00498754151103897,-0.751482757572909,2.48755703243369e-05,0.564726334929383,289,64,0.693147180559945
"E04213-1999",16,7,12,"PM",0.01,0.01,1,0.583333333333333,"C2","AIR",0.75,"8","Air",0.583333333333333,0.01,0,1,-4.19970507787993,-0.281037529733112,17.6375227411704,0.07898209311849,256,49,2.484906649788
"E04215-1999",19,8,12,"PM",0.01,0.01,1,1.13333333333333,"C2","UNP",0.233333333333333,"8","Air",1.13333333333333,0.01,0,1,-4.19970507787993,-1.43408502495624,17.6375227411704,2.05659985880374,361,64,2.484906649788
"E04219-1999",16,7,12,"PM",0.2,0.5,1,2.5,"C2","LKT",1.7,"8","Air",2.5,0.5,0.3,0,-1.58474529984373,0.53356511073548,2.51141766537679,0.284691727394165,256,49,2.484906649788
"E04226-1999",17,8,12,"PM",5,25,1,60.2333333333333,"C2","UNP",0.15,"8","Helitanker",108.416666666667,24.6,20,0,1.61043741276718,-1.86433016206289,2.59350866044026,3.47572695317744,289,64,2.484906649788
"E04227-1999",17,8,13,"AM",10,15,1,48.85,"C2","LKT",11.7666666666667,"8","Air Tanker",75.9166666666667,14.3,5,0,2.3030849680357,2.46569551419278,5.30420036999199,6.07965436871038,289,64,2.56494935746154
"E04228-1999",10,4,13,"AM",0.5,0.5,1,7.83333333330022,"C2","LKT",11.7833333333664,"8","Other ground",24.8333333333002,0.5,0,1,-0.683196849706777,2.46711034182265,0.466757935449265,6.08663343872829,100,16,2.56494935746154
"E04231-1999",12,5,13,"AM",0.01,0.01,1,1.7,"C2","UNP",0.0166666666666667,"8","Air Tanker",1.7,0.01,0,1,-4.19970507787993,-3.83198029775461,17.6375227411704,14.6840730023795,144,25,2.56494935746154
"E04233-1999",18,6,19,"AM",0.01,0.01,1,0.583333333333333,"C2","LKT",0.233333333333333,"8","Air",0.583333333333333,0.01,0,1,-4.19970507787993,-1.43408502495624,17.6375227411704,2.05659985880374,324,36,2.94443897916644
"E04234-1999",16,6,19,"AM",2,2,1,19.75,"C2","LKT",1.05,"8","Air",19.9166666666667,2,0,1,0.695644060758532,0.0535407669280298,0.483920659268621,0.00286661372324161,256,36,2.94443897916644
"E04235-1999",18,7,19,"AM",0.01,0.01,1,1.6,"C2","LKT",1.68333333333333,"8","Air",1.93333333333333,0.1,0,1,-4.19970507787993,0.523741849032537,17.6375227411704,0.274305524428021,324,49,2.94443897916644
"E04236-1999",17,6,19,"AM",0.01,0.01,1,1.16666666666667,"C2","AIR",0.0333333333333333,"8","Air",1.16666666666667,0.01,0,1,-4.19970507787993,-3.261435439287,17.6375227411704,10.6369611246372,289,36,2.94443897916644
"E04239-1999",16,6,19,"PM",0.01,0.01,1,16.8166666666667,"C2","AIR",0.566666666666667,"8","Air",16.8166666666667,0.01,0,1,-4.19970507787993,-0.559199208050207,17.6375227411704,0.312703754283978,256,36,2.94443897916644
"E04242-1999",16,6,19,"PM",2,29.4,1,40.1166666666667,"C1","AIR",0,"8","Air",50.1166666666667,28.3,27.4,0,0.695644060758532,-5.29831736654804,0.483920659268621,28.0721669166645,256,36,2.94443897916644
"E04248-1999",15,6,19,"PM",0.01,0.01,1,16.85,"C2","AIR",0.266666666666667,"8","Air",16.85,0.01,0,1,-4.19970507787993,-1.30317945440938,17.6375227411704,1.69827669039474,225,36,2.94443897916644
"E04252-1999",1,0,8,"AM",0.01,0.01,1,4.28333333333333,"C2","AIR",0.883333333333333,"8","Air",4.28333333333333,0.01,0,1,-4.19970507787993,-0.118408231050302,17.6375227411704,0.0140205091804617,1,0,2.07944154167984
"E04253-1999",3,1,8,"AM",0.1,0.1,1,1.26666666666667,"C2","LKT",0.816666666666667,"8","Air",1.26666666666667,0.1,0,1,-2.25379492882461,-0.196420481173456,5.07959158119555,0.0385810054244121,9,1,2.07944154167984
"E04256-1999",3,1,8,"PM",0.1,0.1,1,0.53333333330022,"M2","LKT",0.61666666669978,"8","Air",0.53333333330022,0.1,0,1,-2.25379492882461,-0.475351235519065,5.07959158119555,0.225958797109501,9,1,2.07944154167984
"E04257-1999",3,1,8,"PM",0.01,0.01,1,0.83333333330022,"C2","AIR",0.366666666666667,"8","Air",0.83333333330022,0.01,0,1,-4.19970507787993,-0.989757883756028,17.6375227411704,0.97962066845721,9,1,2.07944154167984
"E04262-1999",2,1,6,"AM",0.01,0.01,1,0.25,"C2","AIR",0,"8","Air",0.25,0.01,0,1,-4.19970507787993,-5.29831736654804,17.6375227411704,28.0721669166645,4,1,1.79175946922805
"E04264-1999",7,3,6,"PM",0.01,0.01,1,0.916666666666667,"C2","AIR",0.266666666666667,"8","Air",0.916666666666667,0.01,0,1,-4.19970507787993,-1.30317945440938,17.6375227411704,1.69827669039474,49,9,1.79175946922805
"E04267-1999",0,0,3,"PM",0.01,0.1,1,13.2666666666667,"M2","UNP",0.399999999966886,"8","Air",13.2666666666667,0.01,0.09,0,-4.19970507787993,-0.90386821195736,17.6375227411704,0.816977744586995,0,0,1.09861228866811
"LWF051-2001",22,10,3,"AM",5,983,1,47.0833333333333,"C2","LKT",0.483333333333333,"5","Air",47.0833333333333,944.9,978,0,1.61043741276718,-0.716757046199079,2.59350866044026,0.513740663276029,484,100,1.09861228866811
"LWF059-2001",29,15,3,"PM",0.05,0.3,1,15.7,"C2","LKT",0.25,"5","Ground trained",20.25,0.5,0.25,0,-2.90042209374967,-1.36649173382371,8.4124483219112,1.86729965860853,841,225,1.09861228866811
"LWF065-2002",14,4,1,"AM",0.01,0.01,1,0.75,"C1","UNP",0.133333333333333,"6","Air",0.75,0.02,0,1,-4.19970507787993,-1.97808904741955,17.6375227411704,3.91283627952118,196,16,0
"LWF066-2001",14,5,2,"PM",0.1,2,1,3.58333333333333,"Other","LKT",0.333333333333333,"5","Other ground",16.0833333333333,2,1.9,0,-2.25379492882461,-1.08372367617436,5.07959158119555,1.17445700630087,196,25,0.693147180559945
"LWF067-2002",29,9,4,"PM",0.01,0.01,1,0,"C2","UNP",0.85,"6","Air",0.5,0.01,0,1,-4.19970507787993,-0.156653810045377,17.6375227411704,0.024540416201733,841,81,1.38629436111989
"LWF069-2002",25,7,17,"AM",0.7,2,1,20.5,"C2","LKT",0.05,"6","Air",46.5,2,1.3,0,-0.349557476169868,-2.90042209374967,0.122190429146248,8.4124483219112,625,49,2.83321334405622
"LWF070-2002",24,7,17,"AM",1.5,2,1,1.04999999996689,"C1","LKT",0.583333333366447,"6","Air",19.2833333333002,2,0.5,0,0.408792898200839,-0.530461598226566,0.167111633619442,0.281389507193083,576,49,2.83321334405622
"LWF071-2002",32,11,17,"AM",0.1,0.1,1,4,"C2","UNP",0.25,"6","Air",4,0.1,0,1,-2.25379492882461,-1.36649173382371,5.07959158119555,1.86729965860853,1024,121,2.83321334405622
"LWF072-2002",26,7,17,"AM",0.1,0.1,1,3.80000000003311,"M2","LKT",0.266666666666667,"6","Air",3.80000000003311,0.1,0,1,-2.25379492882461,-1.30317945440938,5.07959158119555,1.69827669039474,676,49,2.83321334405622
"LWF073-2002",25,7,17,"AM",0.5,3,1,19,"C2","LKT",0.283333333333333,"6","Air",64.5833333333333,3,2.5,0,-0.683196849706777,-1.24363806071837,0.466757935449265,1.54663562606734,625,49,2.83321334405622
"LWF075-2001",12,6,10,"AM",0.03,0.4,1,1,"C2","LKT",0.0833333333333333,"6","Air",4.5,0.04,0.37,0,-3.35240721749272,-2.42663774166402,11.2386341518973,5.88857072926828,144,36,2.30258509299405
"LWF076-2001",13,6,10,"AM",0.01,0.01,1,0.649999999966886,"C2","LKT",0.316666666666667,"6","Air",0.649999999966886,0.01,0,1,-4.19970507787993,-1.13423946631126,17.6375227411704,1.28649916693805,169,36,2.30258509299405
"LWF077-2002",27,8,17,"PM",0.01,0.01,1,0.016666666633553,"Other","LKT",0.66666666669978,"6","Air",0.016666666633553,0.01,0,1,-4.19970507787993,-0.397993093220163,17.6375227411704,0.158398502250953,729,64,2.83321334405622
"LWF078-2001",2,1,6,"AM",0.75,0.75,1,0.883333333333333,"C2","LKT",0.683333333333333,"6","Air",1.2,0.75,0,1,-0.281037529733112,-0.373482062255114,0.07898209311849,0.139488850826333,4,1,1.79175946922805
"LWF079-2001",4,1,6,"AM",0.01,0.01,1,0.1,"C2","UNP",0.15,"6","Air",0.233333333333333,0.01,0,1,-4.19970507787993,-1.86433016206289,17.6375227411704,3.47572695317744,16,1,1.79175946922805
"LWF079-2002",26,7,17,"PM",0.1,0.2,1,-3.4,"M2","LKT",3.61666666666667,"6","Air",-3.4,0.2,0.1,0,-2.25379492882461,1.28693432504028,5.07959158119555,1.65619995696689,676,49,2.83321334405622
"LWF080-2001",6,1,9,"AM",0.01,0.1,1,0.333333333333333,"C2","AIR",0.166666666666667,"6","Air",1.58333333333333,0.01,0.09,0,-4.19970507787993,-1.76220066698651,17.6375227411704,3.1053511907277,36,1,2.19722457733622
"LWF080-2002",34,11,9,"AM",2,6,1,23.4666666666667,"C2","UNP",0.333333333333333,"6","Air",41.6333333333333,17,4,0,0.695644060758532,-1.08372367617436,0.483920659268621,1.17445700630087,1156,121,2.19722457733622
"LWF081-2001",6,1,9,"AM",0.3,0.3,1,1.26666666666667,"C2","AIR",0,"6","Air",3.1,0.3,0,1,-1.18744350237473,-5.29831736654804,1.41002207133195,28.0721669166645,36,1,2.19722457733622
"LWF081-2002",21,6,9,"PM",0.25,0.25,1,2.5,"C2","AIR",0.0833333333333333,"6","Air",5.5,0.25,0,1,-1.36649173382371,-2.42663774166402,1.86729965860853,5.88857072926828,441,36,2.19722457733622
"LWF082-2001",3,1,9,"PM",0.1,0.1,1,0.166666666666667,"C2","AIR",0.23333333330022,"6","Air",0.166666666666667,0.1,0,1,-2.25379492882461,-1.43408502509518,5.07959158119555,2.05659985920224,9,1,2.19722457733622
"LWF082-2002",22,7,9,"PM",15,17.7,1,21.1166666666667,"M2","UNP",0.133333333333333,"6","Air",38.1166666666667,17.7,2.7,0,2.70838347889233,-1.97808904741955,7.33534106873692,3.91283627952118,484,49,2.19722457733622
"LWF084-2002",3,1,2,"AM",4,100,1,15.5833333333002,"C2","LKT",0,"6","Air",42.0833333333002,91,96,0,1.38754358052032,-5.29831736654804,1.92527718784316,28.0721669166645,9,1,0.693147180559945
"LWF086-2002",4,1,2,"PM",0.01,0.01,1,0.0333333333333333,"M2","AIR",0.149999999966886,"6","Air",2.56666666666667,0.01,0,1,-4.19970507787993,-1.86433016227653,17.6375227411704,3.47572695397402,16,1,0.693147180559945
"LWF087-2001",11,5,3,"AM",0.01,0.01,1,1.74999999996689,"M2","LKT",1.25000000003311,"7","Air",2.08333333330022,0.01,0,1,-4.19970507787993,0.227135572610133,17.6375227411704,0.0515905683449328,121,25,1.09861228866811
"LWF088-2001",12,5,3,"AM",0.2,0.2,1,1.25,"C2","LKT",0.533333333333333,"7","Air",1.91666666666667,0.2,0,1,-1.58474529984373,-0.61927733199349,2.51141766537679,0.383504413920975,144,25,1.09861228866811
"LWF092-2002",8,2,3,"PM",2,3,1,15.4833333333333,"C2","LKT",0.0833333333333333,"6","Ground trained",24.0666666666667,3,1,0,0.695644060758532,-2.42663774166402,0.483920659268621,5.88857072926828,64,4,1.09861228866811
"LWF093-2001",2,1,2,"AM",0.01,0.01,1,0.2,"C1","LKT",0.466666666633553,"8","Ground trained",0.2,0.01,0,1,-4.19970507787993,-0.751482757643114,17.6375227411704,0.5647263350349,4,1,0.693147180559945
"LWF093-2002",9,2,3,"PM",0.01,0.01,1,0.416666666666667,"C2","LKT",0.4,"6","Air",0.9,0.01,0,1,-4.19970507787993,-0.903868211875598,17.6375227411704,0.816977744439191,81,4,1.09861228866811
"LWF094-2001",3,1,2,"PM",0.2,0.2,1,0.533333333366447,"Other","AIR",0.7,"8","Air",1.36666666666667,0.2,0,1,-1.58474529984373,-0.349557476169868,2.51141766537679,0.122190429146248,9,1,0.693147180559945
"LWF098-2002",15,5,6,"PM",0.01,0.01,1,1.19999999996689,"C2","UNP",0.133333333333333,"6","Other ground",1.19999999996689,0.01,0,1,-4.19970507787993,-1.97808904741955,17.6375227411704,3.91283627952118,225,25,1.79175946922805
"LWF099-2002",8,2,18,"AM",0.05,3,1,7,"C2","UNP",1.39999999996689,"6","Air",7,3,2.95,0,-2.90042209374967,0.340037302762141,8.4124483219112,0.115625367269752,64,4,2.89037175789616
"LWF102-2002",6,1,18,"PM",0.5,5,1,16.4833333333664,"C2","LKT",0.433333333333333,"6","Air",23.5,5,4.5,0,-0.683196849706777,-0.824775623038382,0.466757935449265,0.680254828358351,36,1,2.89037175789616
"LWF103-2002",6,1,18,"PM",0.05,0.1,1,0.0833333333333333,"C2","UNP",0.516666666666667,"6","Air",0.249999999966886,0.1,0.05,0,-2.90042209374967,-0.650726464675993,8.4124483219112,0.423444931829716,36,1,2.89037175789616
"LWF104-2002",10,3,18,"PM",1.7,1.7,1,2.25,"C2","UNP",0.433333333333333,"6","Air",12.9166666666667,2742.9,0,1,0.53356511073548,-0.824775623038382,0.284691727394165,0.680254828358351,100,9,2.89037175789616
"LWF108-2002",18,6,7,"AM",15,1711,1,114.799999999967,"C2","LKT",0.266666666666667,"6","Air",144.716666666667,1597.6,1696,0,2.70838347889233,-1.30317945440938,7.33534106873692,1.69827669039474,324,36,1.94591014905531
"LWF122-2002",19,7,14,"PM",1,1,1,1.75,"C2","LKT",0.183333333333333,"7","Air",1.75,1,0,1,0.00498754151103897,-1.66954183650381,2.48755703243369e-05,2.7873699438365,361,49,2.63905732961526
"LWF123-2002",18,7,14,"PM",0.05,0.25,1,1,"C2","LKT",0.183333333333333,"7","Air",1,0.25,0.2,0,-2.90042209374967,-1.66954183650381,8.4124483219112,2.7873699438365,324,49,2.63905732961526
"LWF124-2002",16,7,14,"PM",0.25,0.3,1,-0.650000000033114,"C2","LKT",0.700000000033114,"7","Air Tanker",0.0833333333002196,0.3,0.05,0,-1.36649173382371,-0.349557476122899,1.86729965860853,0.122190429113411,256,49,2.63905732961526
"LWF125-2002",17,7,14,"PM",0.01,0.01,1,1.31666666666667,"C2","UNP",0.1,"7","Air",1.31666666666667,0.01,0,1,-4.19970507787993,-2.25379492882461,17.6375227411704,5.07959158119555,289,49,2.63905732961526
"LWF126-2002",17,7,14,"PM",0.01,0.01,1,0.166666666666667,"C2","UNP",0,"7","Air",0.166666666666667,0.01,0,1,-4.19970507787993,-5.29831736654804,17.6375227411704,28.0721669166645,289,49,2.63905732961526
"LWF127-2002",16,7,14,"PM",0.01,0.01,1,1.01666666666667,"C2","UNP",0,"7","Air",1.01666666666667,0.01,0,1,-4.19970507787993,-5.29831736654804,17.6375227411704,28.0721669166645,256,49,2.63905732961526
"LWF129-2002",4,1,6,"AM",0.01,0.01,1,1,"C2","LKT",0.33333333330022,"7","Other ground",1.16666666669978,0.01,0,1,-4.19970507787993,-1.08372367627223,17.6375227411704,1.174457006513,16,1,1.79175946922805
"LWF131-2002",9,3,6,"AM",0.01,0.01,1,0.683333333333333,"C2","UNP",0.783333333333333,"7","Air",0.683333333333333,0.01,0,1,-4.19970507787993,-0.237834266724213,17.6375227411704,0.0565651384282443,81,9,1.79175946922805
"LWF132-2002",3,1,6,"AM",0.2,0.8,1,3.8,"C2","UNP",0.2,"7","Air",20.8,0.8,0.6,0,-1.58474529984373,-1.58474529984373,2.51141766537679,2.51141766537679,9,1,1.79175946922805
"LWF134-2002",4,2,6,"AM",0.1,2,1,3.91666666666667,"C2","AIR",0.0833333333333333,"7","Air",19.5,2,1.9,0,-2.25379492882461,-2.42663774166402,5.07959158119555,5.88857072926828,16,4,1.79175946922805
"LWF136-2002",4,1,6,"PM",0.3,0.4,1,1.25,"Other","AIR",0.433333333333333,"7","Air",1.25,0.4,0.1,0,-1.18744350237473,-0.824775623038382,1.41002207133195,0.680254828358351,16,1,1.79175946922805
"LWF141-2002",5,2,2,"AM",0.03,0.03,1,-0.25,"C2","AIR",0.75,"7","Air",-0.25,0.03,0,1,-3.35240721749272,-0.281037529733112,11.2386341518973,0.07898209311849,25,4,0.693147180559945
"LWF142-2002",3,1,2,"AM",1,1,1,1.13333333333333,"C1","LKT",0.516666666666667,"7","Air Tanker",1.8,1,0,1,0.00498754151103897,-0.650726464675993,2.48755703243369e-05,0.423444931829716,9,1,0.693147180559945
"LWF144-2002",8,3,3,"PM",3,70,1,44.5,"C1","LKT",0.4,"7","Air",48.5,70,67,0,1.10027756798717,-0.903868211875598,1.21061072661576,0.816977744439191,64,9,1.09861228866811
"LWF147-2002",4,2,3,"PM",0.1,0.1,1,13.5,"M2","AIR",0.016666666633553,"7","Air",13.5,0.1,0,1,-2.25379492882461,-3.83198029928293,5.07959158119555,14.6840730140925,16,4,1.09861228866811
"LWF148-2002",7,3,3,"PM",3,4.5,1,13.1666666666667,"C2","LKT",0.5,"7","Air",43.6666666666336,4.5,1.5,0,1.10027756798717,-0.683196849706777,1.21061072661576,0.466757935449265,49,9,1.09861228866811
"LWF150-2002",4,2,1,"AM",0.01,0.01,1,0.666666666666667,"M2","AIR",0.35,"7","Air",0.666666666666667,0.01,0,1,-4.19970507787993,-1.03563748950672,17.6375227411704,1.07254500967178,16,4,0
"LWF153-2002",4,1,2,"AM",0.01,0.01,1,0.783333333333333,"C2","LKT",0.4,"7","Other ground",0.783333333333333,0.01,0,1,-4.19970507787993,-0.903868211875598,17.6375227411704,0.816977744439191,16,1,0.693147180559945
"LWF155-2002",0,0,2,"AM",0.1,0.1,1,1,"C2","UNP",6.25,"7","Ground trained",3,0.1,0,1,-2.25379492882461,1.83338114391887,5.07959158119555,3.36128641887728,0,0,0.693147180559945
"LWF164-2002",8,5,16,"AM",0.1,0.1,1,0.5,"C2","LKT",0.383333333333333,"7","Air Tanker",0.66666666669978,0.1,0,1,-2.25379492882461,-0.945891201650446,5.07959158119555,0.894710165359724,64,25,2.77258872223978
"LWF165-2002",10,6,16,"PM",0.2,0.2,1,0.233333333333333,"C2","LKT",0.883333333333333,"7","Air",0.31666666669978,0.2,0,1,-1.58474529984373,-0.118408231050302,2.51141766537679,0.0140205091804617,100,36,2.77258872223978
"LWF166-2002",23,9,16,"PM",0.1,0.1,1,0,"C1","AIR",1.78333333333333,"7","Air Tanker",0.333333333333333,0.1,0,1,-2.25379492882461,0.581284087414552,5.07959158119555,0.337891190281369,529,81,2.77258872223978
"LWF167-2002",8,4,16,"PM",0.5,0.5,1,0.18333333330022,"Other","UNP",2.08333333333333,"7","Air Tanker",0.666666666666667,0.5,0,1,-0.683196849706777,0.736366299679922,0.466757935449265,0.542235327304301,64,16,2.77258872223978
"LWF168-2002",8,4,16,"PM",0.3,0.3,1,0.633333333333333,"C2","UNP",2.5,"7","Air",1.33333333333333,0.3,0,1,-1.18744350237473,0.918288734536828,1.41002207133195,0.843254199977249,64,16,2.77258872223978
"LWF169-2002",7,4,16,"PM",0.01,0.01,1,0.63333333330022,"C2","LKT",0.433333333366447,"7","Air",0.63333333330022,0.01,0,1,-4.19970507787993,-0.824775622962837,17.6375227411704,0.680254828233736,49,16,2.77258872223978
"LWF170-2002",8,4,16,"PM",0.2,0.2,1,0.0166666666666667,"Other","UNP",2.96666666666667,"7","Air Tanker",0.0333333333333333,0.2,0,1,-1.58474529984373,1.08912296264699,2.51141766537679,1.18618882776497,64,16,2.77258872223978
"LWF171-2002",8,4,16,"PM",0.5,1,1,0,"C2","UNP",2.93333333333333,"7","Air Tanker",0.666666666666667,1,0.5,0,-0.683196849706777,1.07784252718172,0.466757935449265,1.16174451340148,64,16,2.77258872223978
"LWF173-2002",12,5,1,"AM",1.5,1.5,1,2.73333333333333,"C2","LKT",0.366666666666667,"8","Air",22.0500000000331,1.5,0,1,0.408792898200839,-0.989757883756028,0.167111633619442,0.97962066845721,144,25,0
"LWF174-2002",17,8,1,"PM",1,1,1,3.46666666666667,"C2","LKT",0.283333333333333,"8","Air",23.9666666666998,1,0,1,0.00498754151103897,-1.24363806071837,2.48755703243369e-05,1.54663562606734,289,64,0
"LWF178-2002",2,1,1,"PM",0.25,0.25,1,0.75,"C2","LKT",1.85,"9","Air",15.0833333333333,0.25,0,1,-1.36649173382371,0.617884696059398,1.86729965860853,0.381781497624415,4,1,0
"MWF005-2001",18,9,1,"AM",2,2,1,1.21666666663355,"C2","UNP",0.016666666633553,"5","Air",17.1333333333333,2,0,1,0.695644060758532,-3.83198029928293,0.483920659268621,14.6840730140925,324,81,0
"MWF006-2001",8,2,2,"AM",1.5,1.5,1,2.08333333333333,"C2","AIR",0.416666666666667,"5","Air",3.08333333333333,1.5,0,1,0.408792898200839,-0.863540166488626,0.167111633619442,0.745701619139204,64,4,0.693147180559945
"MWF008-2001",29,12,2,"AM",100,150,1,18.5,"C2","UNP",1.91666666666667,"5","Air Tanker",66.2833333333664,150,50,0,4.60522018473813,0.653192865052913,21.2080529499195,0.426660918956033,841,144,0.693147180559945
"MWF009-2001",22,8,10,"AM",0.01,0.01,1,0.366666666666667,"C1","LKT",0.0166666666666667,"6","Air",1.01666666663355,0.01,0,1,-4.19970507787993,-3.83198029775461,17.6375227411704,14.6840730023795,484,64,2.30258509299405
"MWF012-2002",1,0,4,"PM",0.01,0.01,1,0.149999999966886,"C1","LKT",0.416666666666667,"5","Other ground",0.183333333333333,0.01,0,1,-4.19970507787993,-0.863540166488626,17.6375227411704,0.745701619139204,1,0,1.38629436111989
"MWF013-2001",15,7,10,"PM",0.01,0.01,1,0.416666666666667,"C2","LKT",0.0833333333333333,"6","Air",0.533333333333333,0.01,0,1,-4.19970507787993,-2.42663774166402,17.6375227411704,5.88857072926828,225,49,2.30258509299405
"MWF013-2002",0,0,4,"PM",0.01,0.01,1,0.466666666666667,"Other","LKT",0.316666666666667,"5","Air",0.666666666633553,0.01,0,1,-4.19970507787993,-1.13423946631126,17.6375227411704,1.28649916693805,0,0,1.38629436111989
"MWF014-2001",17,6,10,"PM",0.2,0.2,1,0.916666666666667,"M2","GRP",0,"6","Air",1.81666666666667,0.2,0,1,-1.58474529984373,-5.29831736654804,2.51141766537679,28.0721669166645,289,36,2.30258509299405
"MWF014-2002",0,0,4,"PM",0.01,0.01,1,0.33333333330022,"C2","AIR",0.350000000033114,"5","Air",0.33333333330022,0.01,0,1,-4.19970507787993,-1.03563748941344,17.6375227411704,1.07254500947858,0,0,1.38629436111989
"MWF015-2002",6,2,1,"AM",0.01,0.01,1,0.0333333333002196,"C2","AIR",0.0833333333333333,"5","Ground trained",0.05,0.01,0,1,-4.19970507787993,-2.42663774166402,17.6375227411704,5.88857072926828,36,4,0
"MWF019-2002",9,4,4,"AM",0.01,0.01,1,0.516666666666667,"M2","AIR",0.05,"6","Air",0.516666666666667,0.01,0,1,-4.19970507787993,-2.90042209374967,17.6375227411704,8.4124483219112,81,16,1.38629436111989
"MWF020-2001",10,3,6,"PM",0.2,0.2,1,0.916666666666667,"C2","LKT",0.316666666666667,"6","Other ground",1.73333333333333,0.2,0,1,-1.58474529984373,-1.13423946631126,2.51141766537679,1.28649916693805,100,9,1.79175946922805
